image_name,off_formation,off_play,off_play_type,play_res
b6677f24fffbd3e71d7ed534f4c4d772c2699dd5ce7989be5a136d2a441c44e6.png,LIGHTNING GUN STRONG,DBP,Pass,Incomplete
32d912ae39bc401b0aa77285d9e7569dceed553dd3136eaf1e28c905eb5ae7c7.png,LIGHTNING TITE LEFT STACK GUN WEAK,DBP,Pass,Incomplete
6cacca9cf4c80f26189e3d88a38e3a14e416c7d09120d070595d19b03e684b7a.png,EMPTY SQUEEZE ZAM,QB POWER,Run,Rush
48510671206a14d0a98838e0eca9dea84b3c84be05a7ef425937d61d017fd5af.png,TWINS SPLIT RIGHT PISTOL FB STRONG,3 STEP,Pass,Incomplete
74ef0d4fdf724ab068fc46619fbc7add99686b5aa6688ea2b4e7f1d6749037cb.png,PRO RIGHT STRONG ZIP,PA DBP,Pass,Incomplete
d99b217193433816847fb07b9f789b0dfef3751bd18a527683593d8dc80be15f.png,B KINGS SPLIT LEFT SQUEEZE GUN STRONG,PA DBP,Pass,Complete
80da7564e4f1049690a189b1f41e14782125ac4d10b0dfa1e75b146da7534ae8.png,TWINS SPLIT RIGHT PISTOL FB STRONG,LEAD OZ,Run,Rush
bbd0810d7aea1e90ba929ff2a78d7d3eaa6b37cadd99e1f9580893a144a79d32.png,LIGHTNING GUN STRONG,OZ READ,Run,Penalty
1033129e58e0201107aaf2a53845bd1258171ee7167cb6754917e8d43af59ae2.png,KINGS SPLIT LEFT GUN STRONG,,,Timeout
cab493ac78f0b2bcf305063b586246eb8c18018cd5286847defb9624f0e21521.png,LIGHTNING TITE RIGHT GUN STRONG,LEAD OZ READ,Run,Rush
483d6cd8668faddb1da29f886b684b9396511f69386c29e004fe17c74334af00.png,EMPTY,QB POWER,Run,Rush
3ae94583f886ac48f0ce64fd6553f10025f03ba03eb522edc48fa0a226964ae2.png,KINGS SPLIT RIGHT GUN STRONG,3 STEP,Pass,Complete
89aaa513675280297b077549ea0dbf0c43c1e5cc053ca379dc127cefc1eaf5b3.png,LIGHTNING TITE LEFT GUN WEAK ZIP,NAKED BOOTLEG THROWBACK,Pass,Incomplete
0122d6f01c0a61e57b4a2f5551d54e3511e945273c4468c8c5274a150536cb4b.png,KINGS SPLIT RIGHT GUN STRONG,3 STEP,Pass,Complete
df885fddb46e20375923b605f292e66ba943ee6374b9482620837f9af35e7888.png,TWINS SPLIT RIGHT GUN STRONG FB STRONG,QB POWER,Run,Rush
ffec993cb9c1bb5c5e49bb9965aa8ac65af794e8c5eb50342bc61909218bbdd5.png,TWINS SPLIT RIGHT PISTOL FB STRONG,LEAD OZ,Run,Rush
b060894db9aefa122c99775a907672e30f918e59cde0aa02dd88a46808132fce.png,TWINS SPLIT LEFT PISTOL FB STRONG,LEAD OZ,Run,Rush
f3adb0a496418bac87e841c15c6090296ab608b6ea1edbac5c818d0b3958aa6a.png,B KINGS SPLIT RIGHT PISTOL,PA DBP,Pass,Incomplete
f044595cffefbb2e0401b72e0fe25b0dff3d176d25d58ec6d3f2bd6d6f313387.png,TWINS SPLIT RIGHT GUN STRONG FB STRONG,IZ CUT,Run,Rush
bc682c8dd3094a013cf40d60dd3fed5e64fb1c396d76d58cebd9746821f9c538.png,TWINS SPLIT RIGHT GUN STRONG FB STRONG,DBP,Pass,Incomplete
132506a195975807483de579e2627565b626f5c12404a5f82d78015daf2544a0.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,LEAD OZ,Run,Rush
e5906720aed33a12cdefab87a56d0d2e336a19422285fb11375d3b9dae4f8864.png,B KINGS SPLIT RIGHT GUN STRONG,3 STEP,Pass,Complete
c0fde6901df54d046e5c289f6ab5e5c4e2914ac3458373866c16d5b61889d009.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD OZ,Run,Penalty
8c393a276950e9ef447ca9710c76789b65cd7928b8a1ec518e614781ff4add2f.png,B KINGS SPLIT LEFT GUN STRONG,3 STEP,Pass,Incomplete
19c0ee0fc2eed0fbfa1fa9dd210e1a36765657b5c40acc0939978168b4260756.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Sack
9e82e91cec023bb2641fe555b1158564d8536e17d52dc68031b76dc7539b1fa7.png,EMPTY,X HASH SCREEN,Pass,Complete
714c6202ffdf1530385fa5bdc8f252dfaeaa6b6a8df91dd829bfc7d5a5475746.png,B KINGS SPLIT LEFT GUN WEAK,LEAD OZ,Run,Rush
6bbea7e8996d30ccfe25246ea13b91a45fd5d2e34fdc88f0b02427dc0e5bf877.png,TWINS SPLIT LEFT GUN STRONG FB WEAK,POWER,Run,Rush
21eb5c191cac65dddf762df05a5990293240507bd2f742581bcad9f81c6dddd0.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Incomplete
0a0474562372b890a93ad198d416c4ec81885f5f20b0eee090e7bf4e3e0bb421.png,LIGHTNING GUN STRONG,3 STEP,Pass,Interception
d106bfb0412717c66196508adadfa9d4a9ec430bb1fff8f919dcc0ce754e0310.png,KINGS SPLIT LEFT GUN STRONG,DRAW,Run,Rush
f0aa62d286319d46715b793f5815524145be49dcf12c6f739b037c4cb25d7429.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,POWER,Run,Rush
49e727a28d4ddeb7c8fc0f3282597cee7d3e885c49c11d27d9e295c6bed8d0d7.png,41 UNBALANCED GUN WEAK,POWER,Run,Rush
d08160d2eeef95dfd010d66f49f3417442eef464a4f48ecc4731ae263400b3f8.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,TB ARROW SCREEN,Pass,Complete
938532fae78f97f6d5b12d9a30064da83a539b3380cd16847d101e2c85562305.png,B KINGS SPLIT RIGHT BUNCH SQUEEZE GUN STRONG,PA DBP,Pass,Complete
c4db04d53e4fc4788ed0749b60a5fa136a770ef260565aecc1f3afddae340c1e.png,KINGS SPLIT BUNCH RIGHT GUN WEAK,X HASH SCREEN,Pass,Complete
57d4f3eaaa2650e73d5db89916055a8ff10d5243486a26defae8ad6b088c3da2.png,KINGS SPLIT BUNCH GUN WEAK,DBP,Pass,Incomplete
9684e60087694d7d9ca3281633e666c649e8d748f53f63fe52cc9be7938e9188.png,41 UNBALANCED GUN WEAK,PA DBP,Pass,Incomplete
6e248eaf9fbc0b3b5f19039aba76b94d27653014fa6e44a8e9c15950dd09d516.png,TWINS SPLIT RIGHT PISTOL FB STRONG,LEAD OZ,Run,Rush
b2b3df65d441b878b131c9986b62fbf8c9f3ff12cafb5c80dd95225b621419dc.png,EMPTY ZAM,ZAM SWEEP,Run,Rush
173742ae6fa419178e8a774749e85e866e080d3497cfef2931ea3588680b14d9.png,EMPTY ZAM,QB POWER,Run,Rush
a8f7602a2ae2617c456114faa111be0eb1016038f254554644c816530d78a1c3.png,KINGS SPLIT BUNCH RIGHT GUN WEAK,DBP,Pass,Incomplete
4091e8ae0ae82c0b1348944f692d53646f596c584a550106caf11cd27cb3bc15.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,DBP,Pass,Complete
a2e57b9a8e82bfba83db11de5c2f6f0e71bc29f99f7a7b37f5c7e0468cdd594c.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,QB POWER,Run,"Rush, TD"
63ec2e8eccf4875aba678c4aa59448887fdd905f6b4bdce532ef1a059e3f469d.png,EMPTY ZAM,ZAM SWEEP,Run,Rush
a95d6a04f471de4d6188a518a94a00752f56d5c51590b467cad5bf2c7fa99a62.png,,,,Timeout
315a5af9e6de4acbefc84838feda689fbc10b8fd6a9cae16c7191e67a3575fcc.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Incomplete
d1895a895cbf3295bc8920afbb61d1a7f0d8c731307ff95abe923bf5680e00ca.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,DBP,Pass,Complete
d13fd9f16c4b6e99e5842752b31b13be74fc1778dcb190604651ef2ccb988833.png,TWINS SPLIT RIGHT PISTOL FB STRONG,LEAD OZ,,Penalty
f4a0b64a21bb5a5c6f78c2eabceab7da69403f1c80ec4d515fb9253f47b0f97c.png,EMPTY,X HASH SCREEN,Pass,Complete
1fc45e82ec6be7e7d571465172e0d33c4bd4bb134af3ad7f0fe50aff6613f1ae.png,,,,Penalty
b372f4c92d68f6444bb16f3cf1683caf1e0a139ef2128644f9cf08b921e88176.png,EMPTY ZAM,ZAM SWEEP,Run,Rush
8c192f66cf635c0c65afaeb6032802324c49d314c427925d41b1d71630e7d69c.png,EMPTY ZAM,X HASH SCREEN,Pass,Complete
c6e49d8f8dbc80737bcba74073d1d0bc7fb455dbd2d608c4b5756347b36528b5.png,TWINS SPLIT RIGHT GUN STRONG FB WEAK,PA DBP,Pass,Incomplete
b05b14e824db7983f5aaa8d3b19531f0d7d5218fdc073ed01dbf5ef5669264d4.png,TWINS SPLIT LEFT GUN STRONG FB WEAK,POWER,Run,Rush
b114e7482c89a0f50e999e9ebcc5e5a42a3890ffeba31ed100feab251db9b731.png,KINGS SPLIT BUNCH RIGHT GUN WEAK,X HASH SCREEN,Pass,Complete
e5c980d444bdf1608c364b02095cb1707430249efd03f4ef25dab7be7eafd909.png,KINGS SPLIT LEFT GUN STRONG,DBP,Pass,Incomplete
73d3e5a79fe54dd913501c69774911a7411862ef0eea1dba74cbbcf1002039e2.png,PRO RIGHT STRONG,SPRINTOUT,Pass,Interception
433c3239678f4b7eebfe1936c0747a081757016fe83fed74a2cdd6ec14842d35.png,KINGS SPLIT BUNCH SQUEEZE LEFT GUN STRONG,NAKED BOOTLEG,Pass,Incomplete
b1299ea592d8995242af49a6ac895fcd5a87a8c2ec4e6b7d00327cfa9530948b.png,B KINGS SPLIT LEFT GUN WEAK,PA DBP,Pass,Complete
26487a8b5ffa120ebd8586d13d404c9258290fad59424be6b45a97160b599453.png,TWINS SPLIT RIGHT GUN STRONG FB STRONG,OZ READ,Run,Rush
e2d46db4826ea3823f724924903837269307d5f0cee1d9cdaa22ba821c60b280.png,KINGS SPLIT BUNCH SQUEEZE LEFT GUN STRONG,PA DBP,Pass,Incomplete
6a375b287978fa313bcf85a1c73431e92761d85b8aa3545ed6b64213bb12b515.png,EMPTY ZAM,QB POWER,Run,Penalty
a0846fb9fc1f9120dce6755d7220a0d4653de883e9b856c984363e3ddb561a8f.png,EMPTY ZAM,IZ CUT,Run,Rush
3e4bd19ade389f595334d77d78dcc408ab665bde2c01f37fc67481637ebbc581.png,41 UNBALANCED GUN STRONG Z TRACE,POWER,Run,Rush
83eb6f765dfe0ae3178d332f6f6fe7486c855d60068e52cbd5a6ad7a859a7b4a.png,LIGHTNING TITE RIGHT PISTOL R ZAM,LEAD OZ,Run,Rush
761d1d9864145c67b327288f39c2fc86cbd5471babe25b81b9acad9539f8b519.png,LIGHTNING GUN STRONG,X HASH SCREEN,Pass,Complete
b54f6605ee4402a6077d0f6f5211de655a0847b9003948896b7c8f542d8e81f2.png,LIGHTNING GUN STRONG,DBP,Pass,Complete
1e1726902e3659f664bec309be10b88445283fd8c62a7c86cd84d33832f6e188.png,LIGHTNING TITE LEFT GUN WEAK,DBP,Pass,Complete
6ccaf50781b21b60f32ecf3b519b0a0cbe7c81d77ba5255ee321875bfc32fade.png,EMPTY ZAM,IZ CUT,Run,Rush
e4830c2d357eaa6c1f649e4efe8b3a8893b4107c538493f96137b997ae8050eb.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
efa085acf3bbaeb7f31b01851d581b7800289185d87d5ce8ceb2f42e90367a3b.png,B KINGS SPLIT LEFT GUN STRONG,3 STEP,Pass,Complete
cb54ca41aa7ad936a7f2331045b070b496f720907921d82b6129a25528445fbd.png,KINGS SPLIT LEFT GUN STRONG ZIP,DBP,Pass,Complete
a831fde27441f27628d9278a74c91e945eb52d4de32bf22a4bcf2f23c81215a1.png,B KINGS SPLIT RIGHT GUN STRONG,DBP,Pass,Complete
328f46b50ce9b15fbef856f5086dacb77a059f4eaed3d14b303d83e583c6ac73.png,KINGS LEFT PISTOL,BUBBLE SCREEN,Pass,Complete
a79e152f356362df674062157ddf02e13b5b8cb02eee148f2cc9045b4817da5c.png,KINGS RIGHT GUN WEAK,iz cut read,Run,Rush
cbd206d80c97c79b5cdf77fb6240792538e4be50510ea1b440e78cdf18b450bf.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Interception
0700ad47cb0dc41c1e866783fc5f88f09212aca5162530b10bef5cd93548f83b.png,B KINGS SPLIT RIGHT GUN STRONG,RPO,Pass,Complete
7d39cfa79e3cb113b4ed04d9209c10caa1a8498950a115ad4a3492cc0346e5a5.png,B KINGS SPLIT LEFT GUN STRONG,iz cut read,Run,Rush
942c2e95d01c994e73aeee5ea8f714be68457841ab422905fa7861cb806549ef.png,KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
4d92357cfb34bddd20c0c6d2d358dfa4988bc391665f716255048b123c7d24e5.png,B KINGS SPLIT LEFT GUN WEAK,B SCREEN,Pass,Interception
11e7c9a383c5fd7005bd6b824cc5422c1ee49187ee7868b099073c52e0ac8b85.png,KINGS SPLIT RIGHT GUN STRONG,DBP,Pass,Complete
5d6ef7955cc015a26e38e84c27f4eda7d31fc7cb716ab4da862eae6d248eaaba.png,KINGS SPLIT RIGHT GUN STRONG,OZ READ,Run,Rush
c9b14413cf3725ac97d96bfac2fcd1cdd74f54543e5879cefb84d6c016728fda.png,KINGS SPLIT RIGHT GUN STRONG,RPO,Pass,Complete
a7185c6ed352e6c204158f3289e4da8cf7ab3dae6fabc7e0e53664f75a2669c3.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Complete
c532fdc2119fb010b1c001abeee8df99cb560cefb700a599ea29a0b964ee9f7a.png,B KINGS SPLIT LEFT GUN WEAK,IZ READ,Run,Rush
a2ca471a238d9ab84bc240b66d232fdf41106ac643a510613bbe1c50e5e1ecdf.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
6f6d84b70b545ec1d0317086f90081835695e7af8f14592c32b44c585ef204bc.png,B KINGS SPLIT RIGHT GUN STRONG,RPO,Pass,Complete
a0dd2b739df3899b1209a330f2fba85e9df18725a6c147abb15fee6f75ec5fff.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
c657da7b7d3d010554bda19a6606fd4c515ade6fadf1565c0018957da16c9e98.png,KINGS SPLIT LEFT GUN STRONG ZIP,DBP,Pass,Incomplete
ef0c79f4ad371bfd16cb8baf788ba5b9a1951a9e9ab8639263dfdc9b340789b8.png,Queens Left Wing Gun Weak,NAKED BOOTLEG,Pass,Complete
f822d2abfe1a34207ca3a64e26b9bcc73cff50c0c05fa5d30a484be7867116e6.png,QUEENS LEFT WING GUN STRONG,OZ CUT READ,Run,Rush
c82f70ebb56bace678903d1d57bc1ba1a9fb2611a79895bc7de9caf1dc2dc081.png,KINGS SPLIT LEFT GUN STRONG,DBP,Pass,Sack
9c20f16e290bddd78f66d6877ccbaae5645959ab7747f387cdb50e21fb1f7025.png,LIGHTNING TITE LEFT GUN STRONG ZOOM,3 STEP,Pass,Complete
4f1709f1856759e7dec6168c62a14573e9ae9fb4b052ef8b403e7aab48431584.png,B KINGS SPLIT RIGHT GUN STRONG,iz cut read,Run,Rush
affa2595e7ec0ffecf6cbb201ccb21044648fb07eb8a63d86aa57bfd3b195744.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
30d3699658f514fdf8f2b538e3e5be7d9a11e3bf3e1e67c367bb49a50076b952.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
cec2dec61d77b8b1e187cedfb2649c3e239610b88a3cd65a42ba3eeb165bd8f5.png,B KINGS SPLIT LEFT GUN WEAK,iz cut read,Run,Rush
c2cbf82b392b105fe72e35a0ef96d013077de15160f03790405b37d5bd97c774.png,B KINGS SPLIT LEFT GUN STRONG B TRACE,iz cut read,Run,Rush
b03dc4db9a72a448810a1f05413d5eb971189beee9eff7519490dfe0527ea0f5.png,QUEENS LEFT WING PISTOL,iz cut read,Run,Rush
46c76fd435e0b741a250fa0619335530096e71b405b9dfda2170ec0d4dfc345c.png,KINGS SPLIT RIGHT GUN WEAK ZIP,DBP,Pass,Sack
ce99ddff72e74efe263dd34a19bf24db7892945dcfa22e3a061c823bfe36ecac.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
2f6b1fe9f961e0667c9b3043e1995cd152f00bfe32740854163760c7d386993b.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Sack
935e8a11c4add1a9391a9a0b689ac845a6d28b0ccd16756ec5c5857ea599bbf2.png,KINGS RIGHT GUN STRONG,OZ READ,Run,Rush
ce9e0e52d923e12a8a7f3c67ea4458349d45708653ac6c68edc1f1b6eb7880b4.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
9ad798cd535981518f12a1b3681b8f6729a6833fe8ff6395225bc4612d07e2b8.png,B KINGS SPLIT GUN WEAK ZOOM,DBP,Pass,Incomplete
10ec362cbcc604c00569805fa643ecaaa674d17ffad6c1963fe12f6a3f70ca92.png,LIGHTNING TITE LEFT GUN WEAK,DBP,Pass,Interception
3ee232ee06d38a658926cda4bc6327b071300fd4899d6661f3604164ea0106b2.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
90dfdda0bc507f5bd497a3382866a756528614125ce14db075f798c8516e0ec5.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
6e50feab2813a1c202920841d7c568fefe47dc42239f37d4cc92850c0563afa8.png,KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
66e454f0309e4faa94f3e01ea55e09de663b5b9a4fc3a2cd485f3c2211d15d75.png,LIGHTNING TITE LEFT FUN STRONG,iz cut read,Run,Fumble
a14d904714a3254eaccf9a766ba6e8411d6b4100fdb688179fe41ad4722ad331.png,KINGS SPLIT LEFT GUN STRONG,RPO,Pass,Complete
e6a52bfaee56d3feb81aaa462f4898b4c0632e412496d0d8665fc3f77945d5c6.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
069843ec9e8ba3d0e8d9fc2e918986121c130e54d05e94371080ffe061fb6bb5.png,B KINGS SPLIT RIGHT GUN WEAK,iz cut read,Run,Rush
23fa44e8d07235afc84acc725a28c1722fb29c4028e921ebfcf3b51a0eaf872e.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
fc17d2f9a0c8d0134c96e4d8aa91133db104f0e3f60f08474149ee10d5a4f07a.png,LIGHTNING TITE LEFT GUN WEAK BANG,DBP,Run,Rush
1016b62580074dff922f2813a85658e49e3c82ea45ddc7533fcaeecc4ddc29ca.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
fdc95a1a9055d8cb6dbbba5a990aebe8a5f1550781c84518f6dd8be0fca2c0a6.png,KINGS RIGHT GUN WEAK,SUCKER,Pass,Complete
a5b9236cc2b401618ee71e87e651f732890eb026bc33526850215c3025003aca.png,B KINGS SPLIT LEFT PISTOL B TRACE,iz cut reaAD,Run,Rush
1cd603042a80f4a2b45b1298e66a9d3d89ce67b54120b652d3694d08384c5ac0.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Sack
43576f4e9cf40f23050f493b8571562d00a0d9d2bbc15c1e0f6d1c706ee03c8b.png,KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Complete
ab20da3c9db04f140ee8169384522b0b41c7b4a1601cfa16c0c40e62d2ac4c8d.png,LIGHTNING GUN WEAK,DBP,Pass,Complete
042a86ca4e6d61e6654d66b8bab51e2dd4802855d7a910a2661e42b0cf4a62be.png,B KINGS SPLIT RIGHT GUN WEAK,iz cut read,Run,Rush
6c93af31ff289b20ece86b8e7066c151861b6d5e3df9aef142b559f23250c43e.png,B KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Sack
e01821c0e35dcb3bc901275e8addeefb939852bcc1af589f38f3268e5c01993a.png,KINGS SPLIT RIGHT GUN WEAK ZIP,3 STEP,Pass,Complete
2ccaf9b762bdf60979eff7ea8b03f1501b5af4f3534496b41fb624e6226e664f.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Complete
299a6078da40f3b97d8837227ef03f4ea71f423ab72ac129eabf8cc179908b03.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
f9060cb7f4f6f49eb667dfaa50eb98e979b96b75964ec5b2df82c51d658a46d0.png,LIGHTNING TITE RIGHT GUN STRONG BANG,iz cut read,Run,Rush
daf778d649b91bf007d82336ba60dab5c8034ea1547005ed7dae0553c7d7cc42.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Run,Rush
e3db500efea7d709f8a86a5ad5c75f724b088e7bdd98255190060a947bfffdb9.png,LIGHTNING TITE RIGHT GUN WEAK BANG,DBP,Pass,Complete
c26477ed34e31e3ee1b98663207275c29259b40270f0de89c8eb800bf48122fa.png,B KINGS SPLIT RIGHT GUN WEAK,QB LEAD OZ,Run,"Rush, TD"
88a3b596291d5d1de1eda0f2de63ffcc1850ecf2c682e5feeb3319d1b866b634.png,KINGS SPLIT RIGHT GUN WEAK ZIP,DBP,,Penalty
6ae77dd202e40590daaa96812d195d306c218555aa0821584cf4a09de5ecef3a.png,B KINGS SPLIT RIGHT GUN WEAK B TRACE,DBP,Pass,Incomplete
8c27ec968eac144d9da89c5a745a99846ab04282c0c28ad6a0ea2b9c1539bfcc.png,B KINGS SPLIT RIGHT GUN STRONG,DBP,Pass,Complete
a6f0019b4323330c349484d7f65d452249bc9123bd6b2041f71f3ce4f4c52d51.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Run,Penalty
393ca6c2d062af9db4f2dea086eaabd8f66c1c70d38fdc990212f5b09f25de9e.png,KINGS SPLIT LEFT GUN WEAK ZIP,DBP,Pass,Sack
a15eff1e47ed2335a35d4b7625ee937cf69d62238ef7b5a269102945a072d513.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Sack
c7ce84b635990488701194fc0d3c0042738981a5b6c8af21f70de9a68e4d166a.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
e6e045a892e8771f9e4cbc4bdf82ef05d4fc6c75ce72870c0ead6d2178df7042.png,B KINGS SPLIT LEFT GUN STRONG,iz cut read,Run,Rush
231fbe9c1ac9ad05a5cb6269a28b4a485a36d479e28c18bb9527317f8db9e393.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
2394d1598990f1c11876c3e6c04917759a322f705ab1e7ea1ccaeaf51d335640.png,KINGS SPLIT RIGHT GUN WEAK,3 STEP,Pass,"Interception, Def TD"
f5d52500f94c365ea0902383cf2e821efc31ae6df91675085320a232f32eb684.png,LIGHTNING TITE LEFT GUN STRONG,iz cut read,Run,Rush
f3edb3d5562d7c63bdb832b530e2d981654526c52a08c4d8dddb5c84f3766285.png,B KINGS SPLIT RIGHT PISTOL,iz cut read,Run,Rush
598a7d445d116957cd2347e60faa89c38171118e79e95ff95c8bf5608413ccf8.png,LIGHTNING TITE LEFT PISTOL,iz cut read,Run,Rush
5eab219505da519f164ecd76e87959f7ae1b79c554111029e41583d6ce9837b4.png,LIGHTNING TITE LEFT PISTOL BANG,NAKED BOOTLEG,Pass,Complete
b2905447cb939af7b7632b1dace0958e9bde4717f7344c1120a29163e3ab2c09.png,LIGHTNING TITE LEFT GUN STRONG,DBP,Pass,Sack
bd8fb71714baf9c90e9a13a92bbffe143c020e7729396c9618659a55be82c457.png,B KINGS SPLIT LEFT GUN STRONG BING,IZ CUT,Run,Rush
11c201585f901fea48f728288fd7c7794e5475aa118e9a48e3b89dd5c16d3115.png,LIGHTNING GUN STRONG,DOUBLE SCREEN,Pass,Complete
9213a56a1335bb570b5ea721d82ac1e68530123a41a3a998f0260aa78f5ef640.png,B KINGS SPLIT RIGHT GUN WEAK B TRACE,DBP,Pass,Complete
e231f9c9d24f309bc07ac43e1c2d18bc8bfff482f0eb1b732c1131e9d31ba1d9.png,B KINGS SPLIT LEFT GUN WEAK BING,DBP,Pass,Complete
1d8a1ec3e72323c4c5fa81cf5293ac0f4b278bdfb6b13106bbed777b5e8f3db0.png,LIGHTNING TITE RIGHT GUN STRONG BANG,SPRINTOUT,Pass,Incomplete
e3799952096d175d2ef225aaf9ffd32c216f596aa7f12c52261628ce6e71a4ec.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
773ae1c02db190bd2c722ddac9a6469bcf79359f564c34b9edc004e3f1e2d90f.png,LIGHTNING TITE RIGHT GUN WEAK BANG,DBP,Pass,Sack
48979da4b35373e38d4e42d9af388c5290ef67fba0703be84dbc5ee2bcb0b0a9.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
ed982409412ff424908e56bb8974e1cae960160e7409b366b3f2499e0dbcb6f2.png,B KINGS SPLIT RIGHT PISTOL BING,IZ CUT,Run,Rush
fad10c1f5ca8caad16aaab4cc141af80f6c2eab6f5fb9e41e713c4c71b3d8de3.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
8465ee65cac6d8a9da9009af0b65a7dbf611cc032b28b732a78d8d6b9d9c0cac.png,LIGHTNING TITE LEFT GUN STRONG,BUBBLE SCREEN,Pass,Penalty
a9aa9f7a6308ae47a392c92131b22c568bcf56701ee72092da42c076841d9628.png,B KINGS SPLIT LEFT GUN WEAK B TRACE,DBP,Pass,Incomplete
52d126af154c8461bda53da895dcfb834b20ec68eed4c113fba148a4066b7892.png,B KINGS SPLIT LEFT GUN STRONG B TRACE,SPRINTOUT,Pass,Complete
57080dcee96d697d05a7d1ec4100ea583b954a8994baf1a1fba060d756609fb2.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
d76610596941a064209cd6c821a4de8ffdefbfec9e950c27f38a767ee7546246.png,QUEENS LEFT FLIP WING PISTOL ZOOM,NAKED BOOTLEG,Pass,Complete
af1e58ff44200624527a047a3032c5ff220e17bc15714893b6be994e847a065f.png,QUEENS LEFT WING PISTOL,iz cut read,Run,Rush
3d2311a11a0fb986aec56200f1be4830b160975bc1b09ec7c3179aea063ea630.png,QUEENS LEFT WING GUN WEAK ZOOM,DBP,Pass,Penalty
04dde3a391e90ed9a6f3854ad09546f24ecd78b3b35ffecf4a4fcdaaf03a2203.png,QUEENS FLIP LEFT WING PISTOL BANG,PA DBP,Pass,Incomplete
9f1a55d65475221ed3d9c1364cd3555a57fbc3a3adc33fc09cd52c290a0743bc.png,Queens Left Wing Gun Weak,DBP,Pass,Complete
c6aa717fc2bf8f8d019b364b5773d68793660b70f9e168e7fb1817d1be9f7108.png,Queens Left Wing Gun Weak,IZ CUT,Run,Penalty
e1915f925eb5df798786392b13e2b7493f3c71a00f03a513d73e622e4297c93f.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Complete
50440e8bede26a5f8323d2fb12d3aedd451e15c5d8764d9416d8bf69b3a429f9.png,QUEENS RIGHT WING PISTOL BANG,LEAD OZ,Run,Rush
74ca915df504f5c0b32cf4529adbbf5703b9a4cead2bdec794681a8d70ecaa9c.png,QUEENS FLIP LEFT WING GUN WEAK,DBP,Pass,Complete
5388adf9e3d641bf544d5b87af2f38045c93d64d5744473763fd1bab79932236.png,QUEENS FLIP RIGHT WING GUN WEAK,DBP,Pass,Complete
b4beae4c472d70bcb01003ef49b5b2842a49dfba0a50406084af75cade79fd90.png,LIGHTNING TITE LEFT GUN WEAK B ZOOM,DBP,Pass,Interception
efe33f01764c804f6df06c21deffec255168cc6304449d922c435e73017b04db.png,B KINGS SPLIT LEFT PISTOL BING,NAKED BOOTLEG,Pass,Sack
435a9e0ad961ffddca0350517117dc480a8ed33a8759978ca4f7afa7d70a3ae2.png,B KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Incomplete
